state,action_index,action,next_state,probability
175,4,Permit FINAL_APPROVED by SUPERVISOR,169,1.0
169,6,End trip,176,1.0
183,4,Permit FINAL_APPROVED by SUPERVISOR,169,1.0
184,9,Declaration APPROVED by BUDGET OWNER,184,1.0
216,28,Declaration REJECTED by SUPERVISOR,219,1.0
224,6,End trip,206,1.0
175,14,Request For Payment SUBMITTED by EMPLOYEE,170,1.0
187,10,Declaration FINAL_APPROVED by SUPERVISOR,180,1.0
180,35,Request For Payment REJECTED by EMPLOYEE,188,1.0
188,11,Request Payment,173,1.0
175,11,Request Payment,173,1.0
176,12,Payment Handled,174,1.0
178,14,Request For Payment SUBMITTED by EMPLOYEE,170,1.0
176,19,Declaration REJECTED by ADMINISTRATION,185,1.0
190,14,Request For Payment SUBMITTED by EMPLOYEE,170,1.0
173,23,Permit FINAL_APPROVED by DIRECTOR,191,1.0
191,12,Payment Handled,174,1.0
178,6,End trip,176,1.0
176,8,Declaration APPROVED by ADMINISTRATION,179,1.0
205,24,Permit REJECTED by SUPERVISOR,223,1.0
223,6,End trip,206,1.0
206,25,Permit REJECTED by EMPLOYEE,224,1.0
174,27,Request For Payment SAVED by EMPLOYEE,225,1.0
225,5,Start trip,175,1.0
51,5,Start trip,25,1.0
200,16,Request For Payment APPROVED by BUDGET OWNER,183,1.0
173,35,Request For Payment REJECTED by EMPLOYEE,188,1.0
208,7,Declaration SUBMITTED by EMPLOYEE,207,1.0
207,20,Declaration REJECTED by EMPLOYEE,209,1.0
187,3,Permit APPROVED by BUDGET OWNER,182,1.0
182,35,Request For Payment REJECTED by EMPLOYEE,188,1.0
183,12,Payment Handled,174,1.0
173,34,Request For Payment REJECTED by ADMINISTRATION,187,1.0
187,5,Start trip,175,1.0
174,35,Request For Payment REJECTED by EMPLOYEE,188,1.0
188,6,End trip,176,1.0
187,17,Request For Payment FINAL_APPROVED by SUPERVISOR,172,1.0
172,35,Request For Payment REJECTED by EMPLOYEE,188,1.0
171,11,Request Payment,173,1.0
188,12,Payment Handled,174,1.0
185,14,Request For Payment SUBMITTED by EMPLOYEE,170,1.0
171,20,Declaration REJECTED by EMPLOYEE,186,1.0
186,17,Request For Payment FINAL_APPROVED by SUPERVISOR,172,1.0
178,11,Request Payment,173,1.0
174,8,Declaration APPROVED by ADMINISTRATION,179,1.0
216,7,Declaration SUBMITTED by EMPLOYEE,207,1.0
179,29,Declaration REJECTED by BUDGET OWNER,231,1.0
231,20,Declaration REJECTED by EMPLOYEE,186,1.0
169,31,Declaration SAVED by EMPLOYEE,232,1.0
232,14,Request For Payment SUBMITTED by EMPLOYEE,170,1.0
26,24,Permit REJECTED by SUPERVISOR,47,1.0
171,22,Permit APPROVED by SUPERVISOR,190,1.0
190,37,Request For Payment APPROVED by SUPERVISOR,192,1.0
192,23,Permit FINAL_APPROVED by DIRECTOR,191,1.0
191,38,Request For Payment FINAL_APPROVED by DIRECTOR,193,1.0
208,6,End trip,206,1.0
206,20,Declaration REJECTED by EMPLOYEE,209,1.0
179,28,Declaration REJECTED by SUPERVISOR,229,1.0
229,20,Declaration REJECTED by EMPLOYEE,186,1.0
216,32,Declaration APPROVED by SUPERVISOR,221,1.0
183,14,Request For Payment SUBMITTED by EMPLOYEE,170,1.0
172,16,Request For Payment APPROVED by BUDGET OWNER,183,1.0
183,11,Request Payment,173,1.0
212,5,Start trip,205,1.0
205,12,Payment Handled,213,1.0
213,6,End trip,206,1.0
178,12,Payment Handled,174,1.0
215,24,Permit REJECTED by SUPERVISOR,223,1.0
220,3,Permit APPROVED by BUDGET OWNER,215,1.0
209,5,Start trip,205,1.0
185,17,Request For Payment FINAL_APPROVED by SUPERVISOR,172,1.0
172,20,Declaration REJECTED by EMPLOYEE,186,1.0
184,6,End trip,176,1.0
175,37,Request For Payment APPROVED by SUPERVISOR,192,1.0
192,16,Request For Payment APPROVED by BUDGET OWNER,183,1.0
183,38,Request For Payment FINAL_APPROVED by DIRECTOR,193,1.0
193,17,Request For Payment FINAL_APPROVED by SUPERVISOR,172,1.0
175,1,Permit SUBMITTED by EMPLOYEE,167,1.0
186,6,End trip,176,1.0
54,5,Start trip,25,1.0
26,23,Permit FINAL_APPROVED by DIRECTOR,55,1.0
198,14,Request For Payment SUBMITTED by EMPLOYEE,170,1.0
172,25,Permit REJECTED by EMPLOYEE,197,1.0
168,11,Request Payment,173,1.0
170,24,Permit REJECTED by SUPERVISOR,196,1.0
169,34,Request For Payment REJECTED by ADMINISTRATION,187,1.0
210,20,Declaration REJECTED by EMPLOYEE,209,1.0
209,10,Declaration FINAL_APPROVED by SUPERVISOR,211,1.0
208,11,Request Payment,212,1.0
213,20,Declaration REJECTED by EMPLOYEE,209,1.0
211,5,Start trip,205,1.0
205,11,Request Payment,212,1.0
213,7,Declaration SUBMITTED by EMPLOYEE,207,1.0
211,20,Declaration REJECTED by EMPLOYEE,209,1.0
209,11,Request Payment,212,1.0
187,20,Declaration REJECTED by EMPLOYEE,186,1.0
191,7,Declaration SUBMITTED by EMPLOYEE,178,1.0
171,6,End trip,176,1.0
173,17,Request For Payment FINAL_APPROVED by SUPERVISOR,172,1.0
176,9,Declaration APPROVED by BUDGET OWNER,184,1.0
17,14,Request For Payment SUBMITTED by EMPLOYEE,17,1.0
17,3,Permit APPROVED by BUDGET OWNER,19,1.0
47,14,Request For Payment SUBMITTED by EMPLOYEE,17,1.0
18,15,Request For Payment APPROVED by ADMINISTRATION,18,1.0
21,25,Permit REJECTED by EMPLOYEE,48,1.0
48,39,Request For Payment REJECTED by SUPERVISOR,67,1.0
67,39,Request For Payment REJECTED by SUPERVISOR,67,1.0
67,35,Request For Payment REJECTED by EMPLOYEE,57,1.0
57,35,Request For Payment REJECTED by EMPLOYEE,57,1.0
224,5,Start trip,205,1.0
205,22,Permit APPROVED by SUPERVISOR,217,1.0
218,6,End trip,206,1.0
183,22,Permit APPROVED by SUPERVISOR,190,1.0
191,17,Request For Payment FINAL_APPROVED by SUPERVISOR,172,1.0
182,24,Permit REJECTED by SUPERVISOR,196,1.0
186,16,Request For Payment APPROVED by BUDGET OWNER,183,1.0
206,10,Declaration FINAL_APPROVED by SUPERVISOR,211,1.0
203,26,Permit REJECTED by BUDGET OWNER,233,1.0
233,25,Permit REJECTED by EMPLOYEE,224,1.0
190,5,Start trip,175,1.0
175,23,Permit FINAL_APPROVED by DIRECTOR,191,1.0
176,35,Request For Payment REJECTED by EMPLOYEE,188,1.0
234,1,Permit SUBMITTED by EMPLOYEE,235,1.0
235,2,Permit APPROVED by ADMINISTRATION,236,1.0
236,4,Permit FINAL_APPROVED by SUPERVISOR,237,1.0
237,5,Start trip,238,1.0
238,6,End trip,239,1.0
239,7,Declaration SUBMITTED by EMPLOYEE,240,1.0
240,19,Declaration REJECTED by ADMINISTRATION,241,1.0
241,20,Declaration REJECTED by EMPLOYEE,242,1.0
242,7,Declaration SUBMITTED by EMPLOYEE,240,1.0
240,8,Declaration APPROVED by ADMINISTRATION,243,1.0
243,10,Declaration FINAL_APPROVED by SUPERVISOR,244,1.0
244,11,Request Payment,245,1.0
245,12,Payment Handled,246,1.0
246,13,archive_application,247,1.0
243,9,Declaration APPROVED by BUDGET OWNER,248,1.0
248,10,Declaration FINAL_APPROVED by SUPERVISOR,244,1.0
188,22,Permit APPROVED by SUPERVISOR,190,1.0
234,5,Start trip,238,1.0
238,1,Permit SUBMITTED by EMPLOYEE,235,1.0
237,6,End trip,239,1.0
239,1,Permit SUBMITTED by EMPLOYEE,235,1.0
236,3,Permit APPROVED by BUDGET OWNER,249,1.0
249,4,Permit FINAL_APPROVED by SUPERVISOR,237,1.0
237,7,Declaration SUBMITTED by EMPLOYEE,240,1.0
239,18,Send Reminder,250,1.0
250,7,Declaration SUBMITTED by EMPLOYEE,240,1.0
236,5,Start trip,238,1.0
238,4,Permit FINAL_APPROVED by SUPERVISOR,237,1.0
235,30,Permit REJECTED by ADMINISTRATION,251,1.0
251,25,Permit REJECTED by EMPLOYEE,252,1.0
252,1,Permit SUBMITTED by EMPLOYEE,235,1.0
238,3,Permit APPROVED by BUDGET OWNER,249,1.0
249,22,Permit APPROVED by SUPERVISOR,253,1.0
253,23,Permit FINAL_APPROVED by DIRECTOR,254,1.0
254,6,End trip,239,1.0
243,29,Declaration REJECTED by BUDGET OWNER,255,1.0
255,20,Declaration REJECTED by EMPLOYEE,242,1.0
248,32,Declaration APPROVED by SUPERVISOR,256,1.0
256,33,Declaration FINAL_APPROVED by DIRECTOR,257,1.0
257,11,Request Payment,245,1.0
250,18,Send Reminder,250,1.0
243,28,Declaration REJECTED by SUPERVISOR,258,1.0
258,20,Declaration REJECTED by EMPLOYEE,242,1.0
177,14,Request For Payment SUBMITTED by EMPLOYEE,170,1.0
236,26,Permit REJECTED by BUDGET OWNER,259,1.0
259,25,Permit REJECTED by EMPLOYEE,252,1.0
246,6,End trip,239,1.0
239,13,archive_application,247,1.0
236,6,End trip,239,1.0
239,4,Permit FINAL_APPROVED by SUPERVISOR,237,1.0
236,24,Permit REJECTED by SUPERVISOR,260,1.0
260,25,Permit REJECTED by EMPLOYEE,252,1.0
253,5,Start trip,238,1.0
238,23,Permit FINAL_APPROVED by DIRECTOR,254,1.0
175,35,Request For Payment REJECTED by EMPLOYEE,188,1.0
176,32,Declaration APPROVED by SUPERVISOR,194,1.0
252,5,Start trip,238,1.0
236,18,Send Reminder,250,1.0
250,4,Permit FINAL_APPROVED by SUPERVISOR,237,1.0
249,6,End trip,239,1.0
238,22,Permit APPROVED by SUPERVISOR,253,1.0
241,7,Declaration SUBMITTED by EMPLOYEE,240,1.0
242,20,Declaration REJECTED by EMPLOYEE,242,1.0
29,43,Permit REJECTED by MISSING,164,1.0
164,10,Declaration FINAL_APPROVED by SUPERVISOR,31,1.0
236,22,Permit APPROVED by SUPERVISOR,253,1.0
254,5,Start trip,238,1.0
185,16,Request For Payment APPROVED by BUDGET OWNER,183,1.0
172,10,Declaration FINAL_APPROVED by SUPERVISOR,180,1.0
248,28,Declaration REJECTED by SUPERVISOR,258,1.0
188,16,Request For Payment APPROVED by BUDGET OWNER,183,1.0
173,16,Request For Payment APPROVED by BUDGET OWNER,183,1.0
49,18,Send Reminder,27,1.0
186,9,Declaration APPROVED by BUDGET OWNER,184,1.0
184,7,Declaration SUBMITTED by EMPLOYEE,178,1.0
180,9,Declaration APPROVED by BUDGET OWNER,184,1.0
243,32,Declaration APPROVED by SUPERVISOR,256,1.0
249,5,Start trip,238,1.0
246,18,Send Reminder,250,1.0
250,13,archive_application,247,1.0
237,18,Send Reminder,250,1.0
238,7,Declaration SUBMITTED by EMPLOYEE,240,1.0
243,6,End trip,239,1.0
239,9,Declaration APPROVED by BUDGET OWNER,248,1.0
240,5,Start trip,238,1.0
238,19,Declaration REJECTED by ADMINISTRATION,241,1.0
241,6,End trip,239,1.0
239,20,Declaration REJECTED by EMPLOYEE,242,1.0
179,20,Declaration REJECTED by EMPLOYEE,186,1.0
243,5,Start trip,238,1.0
191,5,Start trip,175,1.0
179,16,Request For Payment APPROVED by BUDGET OWNER,183,1.0
172,9,Declaration APPROVED by BUDGET OWNER,184,1.0
239,8,Declaration APPROVED by ADMINISTRATION,243,1.0
240,6,End trip,239,1.0
243,7,Declaration SUBMITTED by EMPLOYEE,240,1.0
241,10,Declaration FINAL_APPROVED by SUPERVISOR,244,1.0
245,20,Declaration REJECTED by EMPLOYEE,242,1.0
242,12,Payment Handled,246,1.0
184,14,Request For Payment SUBMITTED by EMPLOYEE,170,1.0
186,20,Declaration REJECTED by EMPLOYEE,186,1.0
184,28,Declaration REJECTED by SUPERVISOR,229,1.0
246,5,Start trip,238,1.0
261,1,Permit SUBMITTED by EMPLOYEE,262,1.0
262,2,Permit APPROVED by ADMINISTRATION,263,1.0
263,4,Permit FINAL_APPROVED by SUPERVISOR,264,1.0
264,14,Request For Payment SUBMITTED by EMPLOYEE,265,1.0
265,15,Request For Payment APPROVED by ADMINISTRATION,266,1.0
266,17,Request For Payment FINAL_APPROVED by SUPERVISOR,267,1.0
267,11,Request Payment,268,1.0
268,12,Payment Handled,269,1.0
269,5,Start trip,270,1.0
270,6,End trip,271,1.0
271,7,Declaration SUBMITTED by EMPLOYEE,272,1.0
272,8,Declaration APPROVED by ADMINISTRATION,273,1.0
273,10,Declaration FINAL_APPROVED by SUPERVISOR,274,1.0
274,11,Request Payment,268,1.0
269,13,archive_application,275,1.0
263,22,Permit APPROVED by SUPERVISOR,276,1.0
276,14,Request For Payment SUBMITTED by EMPLOYEE,265,1.0
267,23,Permit FINAL_APPROVED by DIRECTOR,277,1.0
277,11,Request Payment,268,1.0
271,18,Send Reminder,278,1.0
278,18,Send Reminder,278,1.0
278,13,archive_application,275,1.0
278,7,Declaration SUBMITTED by EMPLOYEE,272,1.0
264,7,Declaration SUBMITTED by EMPLOYEE,272,1.0
272,14,Request For Payment SUBMITTED by EMPLOYEE,265,1.0
271,8,Declaration APPROVED by ADMINISTRATION,273,1.0
263,14,Request For Payment SUBMITTED by EMPLOYEE,265,1.0
266,3,Permit APPROVED by BUDGET OWNER,279,1.0
279,16,Request For Payment APPROVED by BUDGET OWNER,280,1.0
280,4,Permit FINAL_APPROVED by SUPERVISOR,264,1.0
264,17,Request For Payment FINAL_APPROVED by SUPERVISOR,267,1.0
268,7,Declaration SUBMITTED by EMPLOYEE,272,1.0
272,19,Declaration REJECTED by ADMINISTRATION,281,1.0
281,20,Declaration REJECTED by EMPLOYEE,282,1.0
282,14,Request For Payment SUBMITTED by EMPLOYEE,265,1.0
266,16,Request For Payment APPROVED by BUDGET OWNER,280,1.0
280,12,Payment Handled,269,1.0
269,17,Request For Payment FINAL_APPROVED by SUPERVISOR,267,1.0
269,14,Request For Payment SUBMITTED by EMPLOYEE,265,1.0
280,17,Request For Payment FINAL_APPROVED by SUPERVISOR,267,1.0
267,5,Start trip,270,1.0
270,11,Request Payment,268,1.0
269,6,End trip,271,1.0
273,9,Declaration APPROVED by BUDGET OWNER,283,1.0
283,28,Declaration REJECTED by SUPERVISOR,284,1.0
284,20,Declaration REJECTED by EMPLOYEE,282,1.0
282,7,Declaration SUBMITTED by EMPLOYEE,272,1.0
283,10,Declaration FINAL_APPROVED by SUPERVISOR,274,1.0
266,14,Request For Payment SUBMITTED by EMPLOYEE,265,1.0
267,17,Request For Payment FINAL_APPROVED by SUPERVISOR,267,1.0
268,11,Request Payment,268,1.0
269,12,Payment Handled,269,1.0
263,3,Permit APPROVED by BUDGET OWNER,279,1.0
279,4,Permit FINAL_APPROVED by SUPERVISOR,264,1.0
280,16,Request For Payment APPROVED by BUDGET OWNER,280,1.0
273,7,Declaration SUBMITTED by EMPLOYEE,272,1.0
283,9,Declaration APPROVED by BUDGET OWNER,283,1.0
274,10,Declaration FINAL_APPROVED by SUPERVISOR,274,1.0
264,5,Start trip,270,1.0
270,14,Request For Payment SUBMITTED by EMPLOYEE,265,1.0
280,6,End trip,271,1.0
271,17,Request For Payment FINAL_APPROVED by SUPERVISOR,267,1.0
269,18,Send Reminder,278,1.0
262,30,Permit REJECTED by ADMINISTRATION,285,1.0
285,14,Request For Payment SUBMITTED by EMPLOYEE,265,1.0
268,25,Permit REJECTED by EMPLOYEE,286,1.0
286,1,Permit SUBMITTED by EMPLOYEE,262,1.0
263,12,Payment Handled,269,1.0
271,4,Permit FINAL_APPROVED by SUPERVISOR,264,1.0
266,4,Permit FINAL_APPROVED by SUPERVISOR,264,1.0
254,7,Declaration SUBMITTED by EMPLOYEE,240,1.0
276,23,Permit FINAL_APPROVED by DIRECTOR,277,1.0
277,14,Request For Payment SUBMITTED by EMPLOYEE,265,1.0
244,12,Payment Handled,246,1.0
246,7,Declaration SUBMITTED by EMPLOYEE,240,1.0
268,14,Request For Payment SUBMITTED by EMPLOYEE,265,1.0
267,12,Payment Handled,269,1.0
269,11,Request Payment,268,1.0
265,4,Permit FINAL_APPROVED by SUPERVISOR,264,1.0
264,15,Request For Payment APPROVED by ADMINISTRATION,266,1.0
266,12,Payment Handled,269,1.0
279,22,Permit APPROVED by SUPERVISOR,276,1.0
269,16,Request For Payment APPROVED by BUDGET OWNER,280,1.0
267,4,Permit FINAL_APPROVED by SUPERVISOR,264,1.0
264,11,Request Payment,268,1.0
280,22,Permit APPROVED by SUPERVISOR,276,1.0
276,17,Request For Payment FINAL_APPROVED by SUPERVISOR,267,1.0
266,5,Start trip,270,1.0
270,16,Request For Payment APPROVED by BUDGET OWNER,280,1.0
283,7,Declaration SUBMITTED by EMPLOYEE,272,1.0
274,28,Declaration REJECTED by SUPERVISOR,284,1.0
284,9,Declaration APPROVED by BUDGET OWNER,283,1.0
283,11,Request Payment,268,1.0
268,10,Declaration FINAL_APPROVED by SUPERVISOR,274,1.0
274,12,Payment Handled,269,1.0
268,20,Declaration REJECTED by EMPLOYEE,282,1.0
282,12,Payment Handled,269,1.0
239,10,Declaration FINAL_APPROVED by SUPERVISOR,244,1.0
267,14,Request For Payment SUBMITTED by EMPLOYEE,265,1.0
266,11,Request Payment,268,1.0
268,17,Request For Payment FINAL_APPROVED by SUPERVISOR,267,1.0
239,19,Declaration REJECTED by ADMINISTRATION,241,1.0
268,5,Start trip,270,1.0
270,12,Payment Handled,269,1.0
265,34,Request For Payment REJECTED by ADMINISTRATION,287,1.0
287,35,Request For Payment REJECTED by EMPLOYEE,288,1.0
288,14,Request For Payment SUBMITTED by EMPLOYEE,265,1.0
270,7,Declaration SUBMITTED by EMPLOYEE,272,1.0
272,6,End trip,271,1.0
277,31,Declaration SAVED by EMPLOYEE,289,1.0
289,14,Request For Payment SUBMITTED by EMPLOYEE,265,1.0
266,7,Declaration SUBMITTED by EMPLOYEE,272,1.0
290,1,Permit SUBMITTED by EMPLOYEE,291,1.0
291,2,Permit APPROVED by ADMINISTRATION,292,1.0
292,26,Permit REJECTED by BUDGET OWNER,293,1.0
293,25,Permit REJECTED by EMPLOYEE,294,1.0
294,1,Permit SUBMITTED by EMPLOYEE,291,1.0
292,4,Permit FINAL_APPROVED by SUPERVISOR,295,1.0
295,5,Start trip,296,1.0
296,6,End trip,297,1.0
297,18,Send Reminder,298,1.0
298,18,Send Reminder,298,1.0
298,13,archive_application,299,1.0
281,7,Declaration SUBMITTED by EMPLOYEE,272,1.0
272,7,Declaration SUBMITTED by EMPLOYEE,272,1.0
273,19,Declaration REJECTED by ADMINISTRATION,281,1.0
272,10,Declaration FINAL_APPROVED by SUPERVISOR,274,1.0
269,19,Declaration REJECTED by ADMINISTRATION,281,1.0
282,13,archive_application,275,1.0
248,7,Declaration SUBMITTED by EMPLOYEE,240,1.0
240,20,Declaration REJECTED by EMPLOYEE,242,1.0
246,9,Declaration APPROVED by BUDGET OWNER,248,1.0
27,25,Permit REJECTED by EMPLOYEE,48,1.0
292,3,Permit APPROVED by BUDGET OWNER,300,1.0
300,4,Permit FINAL_APPROVED by SUPERVISOR,295,1.0
295,14,Request For Payment SUBMITTED by EMPLOYEE,301,1.0
301,15,Request For Payment APPROVED by ADMINISTRATION,302,1.0
302,16,Request For Payment APPROVED by BUDGET OWNER,303,1.0
303,7,Declaration SUBMITTED by EMPLOYEE,304,1.0
304,14,Request For Payment SUBMITTED by EMPLOYEE,301,1.0
301,34,Request For Payment REJECTED by ADMINISTRATION,305,1.0
305,17,Request For Payment FINAL_APPROVED by SUPERVISOR,306,1.0
306,35,Request For Payment REJECTED by EMPLOYEE,307,1.0
307,7,Declaration SUBMITTED by EMPLOYEE,304,1.0
304,8,Declaration APPROVED by ADMINISTRATION,308,1.0
308,9,Declaration APPROVED by BUDGET OWNER,309,1.0
309,11,Request Payment,310,1.0
310,10,Declaration FINAL_APPROVED by SUPERVISOR,311,1.0
311,11,Request Payment,310,1.0
310,12,Payment Handled,312,1.0
312,12,Payment Handled,312,1.0
312,5,Start trip,296,1.0
297,8,Declaration APPROVED by ADMINISTRATION,308,1.0
309,10,Declaration FINAL_APPROVED by SUPERVISOR,311,1.0
312,13,archive_application,299,1.0
285,25,Permit REJECTED by EMPLOYEE,286,1.0
264,16,Request For Payment APPROVED by BUDGET OWNER,280,1.0
270,31,Declaration SAVED by EMPLOYEE,289,1.0
289,6,End trip,271,1.0
273,31,Declaration SAVED by EMPLOYEE,289,1.0
289,31,Declaration SAVED by EMPLOYEE,289,1.0
289,7,Declaration SUBMITTED by EMPLOYEE,272,1.0
292,22,Permit APPROVED by SUPERVISOR,313,1.0
313,23,Permit FINAL_APPROVED by DIRECTOR,314,1.0
314,14,Request For Payment SUBMITTED by EMPLOYEE,301,1.0
302,17,Request For Payment FINAL_APPROVED by SUPERVISOR,306,1.0
306,11,Request Payment,310,1.0
296,14,Request For Payment SUBMITTED by EMPLOYEE,301,1.0
301,14,Request For Payment SUBMITTED by EMPLOYEE,301,1.0
305,15,Request For Payment APPROVED by ADMINISTRATION,302,1.0
307,11,Request Payment,310,1.0
310,6,End trip,297,1.0
297,12,Payment Handled,312,1.0
312,7,Declaration SUBMITTED by EMPLOYEE,304,1.0
304,19,Declaration REJECTED by ADMINISTRATION,315,1.0
315,20,Declaration REJECTED by EMPLOYEE,316,1.0
316,7,Declaration SUBMITTED by EMPLOYEE,304,1.0
316,13,archive_application,299,1.0
273,6,End trip,271,1.0
271,9,Declaration APPROVED by BUDGET OWNER,283,1.0
249,24,Permit REJECTED by SUPERVISOR,260,1.0
280,37,Request For Payment APPROVED by SUPERVISOR,317,1.0
317,38,Request For Payment FINAL_APPROVED by DIRECTOR,318,1.0
318,11,Request Payment,268,1.0
292,27,Request For Payment SAVED by EMPLOYEE,319,1.0
319,22,Permit APPROVED by SUPERVISOR,313,1.0
314,5,Start trip,296,1.0
297,7,Declaration SUBMITTED by EMPLOYEE,304,1.0
308,32,Declaration APPROVED by SUPERVISOR,320,1.0
320,33,Declaration FINAL_APPROVED by DIRECTOR,321,1.0
321,11,Request Payment,310,1.0
265,14,Request For Payment SUBMITTED by EMPLOYEE,265,1.0
266,15,Request For Payment APPROVED by ADMINISTRATION,266,1.0
271,11,Request Payment,268,1.0
235,24,Permit REJECTED by SUPERVISOR,260,1.0
244,10,Declaration FINAL_APPROVED by SUPERVISOR,244,1.0
245,11,Request Payment,245,1.0
246,12,Payment Handled,246,1.0
266,6,End trip,271,1.0
267,7,Declaration SUBMITTED by EMPLOYEE,272,1.0
263,24,Permit REJECTED by SUPERVISOR,322,1.0
322,25,Permit REJECTED by EMPLOYEE,286,1.0
258,7,Declaration SUBMITTED by EMPLOYEE,240,1.0
265,3,Permit APPROVED by BUDGET OWNER,279,1.0
264,34,Request For Payment REJECTED by ADMINISTRATION,287,1.0
317,5,Start trip,270,1.0
270,38,Request For Payment FINAL_APPROVED by DIRECTOR,318,1.0
318,6,End trip,271,1.0
283,32,Declaration APPROVED by SUPERVISOR,323,1.0
323,11,Request Payment,268,1.0
268,33,Declaration FINAL_APPROVED by DIRECTOR,324,1.0
324,12,Payment Handled,269,1.0
268,6,End trip,271,1.0
271,12,Payment Handled,269,1.0
269,7,Declaration SUBMITTED by EMPLOYEE,272,1.0
271,13,archive_application,275,1.0
305,14,Request For Payment SUBMITTED by EMPLOYEE,301,1.0
305,35,Request For Payment REJECTED by EMPLOYEE,307,1.0
307,35,Request For Payment REJECTED by EMPLOYEE,307,1.0
307,5,Start trip,296,1.0
308,10,Declaration FINAL_APPROVED by SUPERVISOR,311,1.0
245,5,Start trip,238,1.0
238,12,Payment Handled,246,1.0
317,22,Permit APPROVED by SUPERVISOR,276,1.0
276,38,Request For Payment FINAL_APPROVED by DIRECTOR,318,1.0
318,23,Permit FINAL_APPROVED by DIRECTOR,277,1.0
279,14,Request For Payment SUBMITTED by EMPLOYEE,265,1.0
266,22,Permit APPROVED by SUPERVISOR,276,1.0
276,37,Request For Payment APPROVED by SUPERVISOR,317,1.0
317,23,Permit FINAL_APPROVED by DIRECTOR,277,1.0
277,38,Request For Payment FINAL_APPROVED by DIRECTOR,318,1.0
260,5,Start trip,238,1.0
238,25,Permit REJECTED by EMPLOYEE,252,1.0
252,6,End trip,239,1.0
239,3,Permit APPROVED by BUDGET OWNER,249,1.0
48,21,Permit SAVED by EMPLOYEE,37,1.0
37,6,End trip,26,1.0
305,5,Start trip,296,1.0
296,35,Request For Payment REJECTED by EMPLOYEE,307,1.0
307,6,End trip,297,1.0
270,17,Request For Payment FINAL_APPROVED by SUPERVISOR,267,1.0
267,6,End trip,271,1.0
15,4,Permit FINAL_APPROVED by SUPERVISOR,20,1.0
28,10,Declaration FINAL_APPROVED by SUPERVISOR,31,1.0
262,45,Permit APPROVED by PRE_APPROVER,325,1.0
325,4,Permit FINAL_APPROVED by SUPERVISOR,264,1.0
265,46,Request For Payment REJECTED by PRE_APPROVER,326,1.0
326,35,Request For Payment REJECTED by EMPLOYEE,288,1.0
265,47,Request For Payment APPROVED by PRE_APPROVER,327,1.0
327,17,Request For Payment FINAL_APPROVED by SUPERVISOR,267,1.0
271,14,Request For Payment SUBMITTED by EMPLOYEE,265,1.0
272,48,Declaration REJECTED by PRE_APPROVER,328,1.0
328,20,Declaration REJECTED by EMPLOYEE,282,1.0
235,45,Permit APPROVED by PRE_APPROVER,329,1.0
329,4,Permit FINAL_APPROVED by SUPERVISOR,237,1.0
239,49,Declaration APPROVED by PRE_APPROVER,330,1.0
330,10,Declaration FINAL_APPROVED by SUPERVISOR,244,1.0
272,49,Declaration APPROVED by PRE_APPROVER,331,1.0
331,10,Declaration FINAL_APPROVED by SUPERVISOR,274,1.0
274,50,Declaration REJECTED by MISSING,332,1.0
332,7,Declaration SUBMITTED by EMPLOYEE,272,1.0
300,5,Start trip,296,1.0
297,4,Permit FINAL_APPROVED by SUPERVISOR,295,1.0
295,7,Declaration SUBMITTED by EMPLOYEE,304,1.0
291,22,Permit APPROVED by SUPERVISOR,313,1.0
304,32,Declaration APPROVED by SUPERVISOR,320,1.0
321,50,Declaration REJECTED by MISSING,333,1.0
333,7,Declaration SUBMITTED by EMPLOYEE,304,1.0
235,22,Permit APPROVED by SUPERVISOR,253,1.0
240,32,Declaration APPROVED by SUPERVISOR,256,1.0
291,45,Permit APPROVED by PRE_APPROVER,334,1.0
334,4,Permit FINAL_APPROVED by SUPERVISOR,295,1.0
304,49,Declaration APPROVED by PRE_APPROVER,335,1.0
335,10,Declaration FINAL_APPROVED by SUPERVISOR,311,1.0
262,22,Permit APPROVED by SUPERVISOR,276,1.0
265,17,Request For Payment FINAL_APPROVED by SUPERVISOR,267,1.0
274,6,End trip,271,1.0
235,51,Permit REJECTED by PRE_APPROVER,336,1.0
336,25,Permit REJECTED by EMPLOYEE,252,1.0
240,49,Declaration APPROVED by PRE_APPROVER,330,1.0
15,45,Permit APPROVED by PRE_APPROVER,337,1.0
337,4,Permit FINAL_APPROVED by SUPERVISOR,20,1.0
28,49,Declaration APPROVED by PRE_APPROVER,338,1.0
338,10,Declaration FINAL_APPROVED by SUPERVISOR,31,1.0
240,48,Declaration REJECTED by PRE_APPROVER,339,1.0
339,20,Declaration REJECTED by EMPLOYEE,242,1.0
337,5,Start trip,25,1.0
235,4,Permit FINAL_APPROVED by SUPERVISOR,237,1.0
240,10,Declaration FINAL_APPROVED by SUPERVISOR,244,1.0
244,50,Declaration REJECTED by MISSING,340,1.0
340,7,Declaration SUBMITTED by EMPLOYEE,240,1.0
262,4,Permit FINAL_APPROVED by SUPERVISOR,264,1.0
327,14,Request For Payment SUBMITTED by EMPLOYEE,265,1.0
15,22,Permit APPROVED by SUPERVISOR,54,1.0
164,18,Send Reminder,27,1.0
334,22,Permit APPROVED by SUPERVISOR,313,1.0
335,32,Declaration APPROVED by SUPERVISOR,320,1.0
329,6,End trip,239,1.0
296,7,Declaration SUBMITTED by EMPLOYEE,304,1.0
311,6,End trip,297,1.0
