state,last_action_name,OrganizationalEntity,TaskNumber,Overspent,Cost Type_0,Project_0,Resource,Role,ProjectNumber,ActivityNumber,travel permit number,BudgetNumber,DeclarationNumber_0,RfpNumber_0,Task_0,TotalDeclared,RequestedAmount_0,RequestedBudget,OverspentAmount,execution_time_minutes
187,Request For Payment REJECTED by ADMINISTRATION,organizational unit 65456,task 427,False,0.0,project 503,STAFF MEMBER,ADMINISTRATION,222.93548387096774,132.24193548387098,2584.2903225806454,108.88709677419355,3170.0,470.241935483871,109.35483870967742,1880.4650712140485,887.4151081788527,1756.4344562542315,-62.01166613207541,139598.02553763438
188,Request For Payment REJECTED by EMPLOYEE,organizational unit 65456,task 427,False,0.0,project 503,STAFF MEMBER,EMPLOYEE,220.5,130.54545454545453,2572.0454545454545,106.78787878787878,3170.0,464.4848484848485,111.33333333333333,23908.717264805764,8067.069727879592,1741.9398865043731,21979.680458900526,142585.84368686867
189,Declaration SAVED by EMPLOYEE,organizational unit 65454,missing,False,missing,missing,STAFF MEMBER,EMPLOYEE,4.0,112.5,2066.0,69.5,1578.0,0.0,0.0,258.2584741653229,319.5,378.9862903187886,-141.05440929404824,75799.74166666667
190,Permit APPROVED by SUPERVISOR,organizational unit 65458,task 427,False,0.0,project 503,STAFF MEMBER,SUPERVISOR,250.075,136.05,2703.675,129.575,3170.0,574.0,100.075,2912.8846126408766,1079.1925953602633,3839.2607661931775,-1063.8975169084504,167658.705
191,Permit FINAL_APPROVED by DIRECTOR,organizational unit 65458,task 427,False,0.0,project 503,STAFF MEMBER,DIRECTOR,250.075,136.05,2703.675,129.575,3170.0,574.0,100.075,2912.8846126408766,1079.1925953602633,3839.2607661931775,-1063.8975169084504,167658.705
192,Request For Payment APPROVED by SUPERVISOR,organizational unit 65459,missing,False,0.0,project 503,STAFF MEMBER,SUPERVISOR,0.0,124.8,2503.0,95.6,3170.0,543.8,0.0,6092.310541857827,1705.8873588561855,6722.286983355625,-740.7405773712683,184354.91666666666
193,Request For Payment FINAL_APPROVED by DIRECTOR,organizational unit 65459,missing,False,0.0,project 503,STAFF MEMBER,DIRECTOR,0.0,124.8,2503.0,95.6,3170.0,543.8,0.0,6092.310541857827,1705.8873588561855,6722.286983355625,-740.7405773712683,184354.91666666666
194,Declaration APPROVED by SUPERVISOR,organizational unit 65459,missing,True,0.0,project 503,STAFF MEMBER,SUPERVISOR,120.8,139.0,2562.0,107.4,3170.0,428.2,83.6,4572.820619946137,1392.1796674592133,3756.718562965866,1139.1464522848528,133937.07666666666
195,Declaration FINAL_APPROVED by DIRECTOR,organizational unit 65459,missing,True,0.0,project 503,STAFF MEMBER,DIRECTOR,120.8,139.0,2562.0,107.4,3170.0,428.2,83.6,4572.820619946137,1392.1796674592133,3756.718562965866,1139.1464522848528,133937.07666666666
196,Permit REJECTED by SUPERVISOR,organizational unit 65456,task 427,False,0.0,project 503,STAFF MEMBER,SUPERVISOR,324.7142857142857,139.0,2708.1428571428573,99.42857142857143,3170.0,356.2857142857143,131.28571428571428,726.79609002649,515.8236105071556,897.9288810217529,-28.603739487088546,140875.73333333334
197,Permit REJECTED by EMPLOYEE,organizational unit 65456,task 427,False,0.0,project 503,STAFF MEMBER,EMPLOYEE,215.0952380952381,126.19047619047619,2568.9523809523807,115.47619047619048,3170.0,343.95238095238096,78.04761904761905,961.0967600888101,543.0110225945483,1232.4074317950794,-211.38234406872039,161853.24126984127
198,Permit REJECTED by BUDGET OWNER,organizational unit 65464,missing,False,0.0,project 503,STAFF MEMBER,BUDGET OWNER,59.285714285714285,123.42857142857143,2432.285714285714,152.57142857142858,3170.0,318.85714285714283,22.714285714285715,408.3028953662936,261.3490976959647,951.0287181323528,-407.16339972500504,185307.00238095244
199,Permit REJECTED by ADMINISTRATION,organizational unit 65454,task 427,False,0.0,project 503,STAFF MEMBER,ADMINISTRATION,261.2857142857143,116.14285714285714,2566.4285714285716,94.42857142857143,3170.0,356.7142857142857,80.14285714285714,1748.1912948736465,851.8603595805247,1848.2646962311326,-198.37989299406763,159376.98809523808
200,Request For Payment REJECTED by BUDGET OWNER,organizational unit 65464,task 427,False,0.0,project 503,STAFF MEMBER,BUDGET OWNER,139.5,139.0,2215.75,18.5,3170.0,479.0,141.0,365676.11898287095,119340.53152570227,1869.107029872046,363698.31175099476,181651.55416666667
201,start,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,EMPLOYEE,230.7055449330784,135.45889101338432,2493.661567877629,114.91395793499044,1904.017208413002,0.0,0.0,812.5256692641873,293.2619502868069,1012.0168792086955,-164.17514272021648,86243.03422562139
202,Permit SUBMITTED by EMPLOYEE,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,EMPLOYEE,227.36851851851853,135.2425925925926,2494.7944444444443,114.24259259259259,1904.8685185185186,0.0,0.0,818.5559799470407,294.8759259259259,1008.3713034494226,-160.38018832281085,87219.99459876544
203,Permit APPROVED by ADMINISTRATION,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,ADMINISTRATION,229.71509433962265,135.37924528301886,2493.796226415094,114.63018867924528,1904.1132075471698,0.0,0.0,821.693947356609,293.53207547169814,1014.5006603274722,-164.11627464311104,86787.90248427672
204,Permit FINAL_APPROVED by SUPERVISOR,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,SUPERVISOR,232.49101796407186,135.53493013972056,2494.6626746506986,113.23952095808383,1904.756487025948,0.0,0.0,727.5367737409254,305.2435129740519,907.8403427526005,-154.132307765705,84616.1992681304
205,Start trip,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,EMPLOYEE,230.7055449330784,135.45889101338432,2493.661567877629,114.91395793499044,1904.017208413002,0.0,0.0,812.5256692641873,293.2619502868069,1012.0168792086955,-164.17514272021648,86243.03422562139
206,End trip,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,EMPLOYEE,230.7055449330784,135.45889101338432,2493.661567877629,114.91395793499044,1904.017208413002,0.0,0.0,812.5256692641873,293.2619502868069,1012.0168792086955,-164.17514272021648,86243.03422562139
207,Declaration SUBMITTED by EMPLOYEE,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,EMPLOYEE,228.865329512894,135.40401146131805,2499.71776504298,113.09169054441261,1908.5873925501432,0.0,0.0,851.8694028438593,296.5429799426934,1054.7314140042297,-161.54328791291562,91573.99983285577
208,Declaration REJECTED by ADMINISTRATION,organizational unit 65454,task 427,False,missing,missing,STAFF MEMBER,ADMINISTRATION,233.66887417218544,134.90066225165563,2511.0,108.31788079470199,1917.1390728476822,0.0,0.0,975.3591388578674,303.18543046357615,1187.3069954293478,-157.73282491291707,104823.9315673289
209,Declaration REJECTED by EMPLOYEE,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,EMPLOYEE,222.69753086419752,135.179012345679,2510.1975308641977,107.45061728395062,1916.5185185185185,0.0,0.0,969.150279943307,306.679012345679,1193.6388699981599,-157.9426914020472,105831.72541152262
210,Declaration APPROVED by ADMINISTRATION,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,ADMINISTRATION,227.4532110091743,135.5302752293578,2496.2899082568806,114.4256880733945,1905.9816513761468,0.0,0.0,816.1777120398442,294.0422018348624,1014.9165562074471,-163.436525537697,87828.87856269113
211,Declaration FINAL_APPROVED by SUPERVISOR,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,SUPERVISOR,230.7747572815534,135.4990291262136,2496.0368932038837,113.81359223300971,1905.790291262136,0.0,0.0,728.8373200866007,303.59611650485436,927.6867965272739,-167.83368743071705,85900.6859223301
212,Request Payment,organizational unit 65456,task 427,False,missing,missing,SYSTEM,UNDEFINED,230.65355805243445,135.45880149812734,2496.2303370786517,114.81460674157303,1905.940074906367,0.0,0.0,814.7822802966991,292.7940074906367,1009.4445365228246,-163.49035013626158,87173.05799001249
213,Payment Handled,organizational unit 65456,task 427,False,missing,missing,SYSTEM,UNDEFINED,230.65355805243445,135.45880149812734,2496.2303370786517,114.81460674157303,1905.940074906367,0.0,0.0,814.7822802966991,292.7940074906367,1009.4445365228246,-163.49035013626158,87173.05799001249
214,archive_application,organizational unit 65456,task 427,False,missing,missing,SYSTEM,UNDEFINED,230.7055449330784,135.45889101338432,2493.661567877629,114.91395793499044,1904.017208413002,0.0,0.0,812.5256692641873,293.2619502868069,1012.0168792086955,-164.17514272021648,86243.03422562139
215,Permit APPROVED by BUDGET OWNER,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,BUDGET OWNER,224.01754385964912,133.1345029239766,2480.7602339181285,110.5906432748538,1894.3157894736842,0.0,0.0,782.4747799511969,318.69590643274853,951.2557875365441,-109.44160040305881,91809.36890838206
216,Declaration APPROVED by BUDGET OWNER,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,BUDGET OWNER,221.01111111111112,134.16666666666666,2480.35,108.12777777777778,1894.0611111111111,0.0,0.0,778.3983382631785,318.3666666666667,971.3935492785263,-128.2677908208185,93233.2799074074
217,Permit APPROVED by SUPERVISOR,organizational unit 65458,missing,False,missing,missing,STAFF MEMBER,SUPERVISOR,190.04545454545453,133.72727272727272,2470.8636363636365,153.04545454545453,1887.1818181818182,0.0,0.0,2747.9546082257443,20.40909090909091,3384.4007321406793,-392.8778841843181,123290.50303030302
218,Permit FINAL_APPROVED by DIRECTOR,organizational unit 65458,missing,False,missing,missing,STAFF MEMBER,DIRECTOR,190.04545454545453,133.72727272727272,2470.8636363636365,153.04545454545453,1887.1818181818182,0.0,0.0,2747.9546082257443,20.40909090909091,3384.4007321406793,-392.8778841843181,123290.50303030302
219,Declaration REJECTED by SUPERVISOR,organizational unit 65456,missing,False,missing,missing,STAFF MEMBER,SUPERVISOR,74.6,139.0,2520.1,93.2,1923.6,0.0,0.0,963.3548011138622,375.2,1367.7992776357946,-155.8065165946779,122248.06833333331
220,Send Reminder,organizational unit 65458,task 427,False,missing,missing,SYSTEM,UNDEFINED,217.02272727272728,134.61363636363637,2542.1363636363635,129.4090909090909,1940.8636363636363,0.0,0.0,890.5972168510955,210.20454545454547,1138.7785091856322,-155.4591007841358,146023.61325757575
221,Declaration APPROVED by SUPERVISOR,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,SUPERVISOR,227.3684210526316,134.3684210526316,2501.4736842105262,141.94736842105263,1910.0,0.0,0.0,3144.343043886207,0.0,3225.5095942969606,-45.76304978654698,121661.03771929826
222,Declaration FINAL_APPROVED by DIRECTOR,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,DIRECTOR,227.3684210526316,134.3684210526316,2501.4736842105262,141.94736842105263,1910.0,0.0,0.0,3144.343043886207,0.0,3225.5095942969606,-45.76304978654698,121661.03771929826
223,Permit REJECTED by SUPERVISOR,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,SUPERVISOR,181.66666666666666,139.0,2451.0,99.5,1871.6666666666667,0.0,0.0,1672.976879380263,232.33333333333334,1285.5092502609257,-194.05947830384727,136441.28055555557
224,Permit REJECTED by EMPLOYEE,organizational unit 65466,missing,False,missing,missing,STAFF MEMBER,EMPLOYEE,124.70588235294117,128.58823529411765,2529.6470588235293,93.58823529411765,1931.0588235294117,0.0,0.0,1004.0767144842359,344.52941176470586,896.2162374435513,-43.62953244968641,117275.89313725488
225,Request For Payment SAVED by EMPLOYEE,organizational unit 65456,missing,True,0.0,project 503,STAFF MEMBER,EMPLOYEE,261.0,114.5,2364.5,76.5,3170.0,240.0,6.0,1538.8154979543197,432.25960095975347,1195.4579247696952,534.2107588230073,122954.29166666667
226,Request For Payment REJECTED by SUPERVISOR,organizational unit 65456,task 427,False,0.0,project 503,STAFF MEMBER,SUPERVISOR,290.3333333333333,92.66666666666667,2379.6666666666665,149.66666666666666,3170.0,329.0,167.33333333333334,727.8356565388953,473.5936572513346,1089.854975298327,-701.1974026805283,153851.85
227,Permit REJECTED by ADMINISTRATION,organizational unit 65466,missing,False,missing,missing,STAFF MEMBER,ADMINISTRATION,103.0,128.0,2547.7,93.7,1944.9,0.0,0.0,652.2437072399168,366.1,683.515388912788,37.632386653098,110120.87666666666
228,Declaration REJECTED by BUDGET OWNER,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,BUDGET OWNER,47.0,139.0,2290.0,119.0,1752.0,0.0,0.0,89.56737213910151,149.0,408.14785351240766,-210.9942793343937,93845.16666666669
229,Declaration REJECTED by SUPERVISOR,organizational unit 65455,task 427,False,0.0,project 503,STAFF MEMBER,SUPERVISOR,225.6,117.8,2671.2,163.6,3170.0,582.8,89.2,1618.4584486107988,729.8877478846887,1607.845720705,-64.63037443008359,132877.25666666665
230,Declaration SAVED by EMPLOYEE,organizational unit 65459,task 427,False,missing,missing,STAFF MEMBER,EMPLOYEE,61.0,139.0,2421.0,187.0,1853.0,0.0,0.0,380.5415813581433,748.0,2223.5134542616897,-1692.065720679145,207608.6
231,Declaration REJECTED by BUDGET OWNER,organizational unit 65458,missing,False,0.0,project 503,STAFF MEMBER,BUDGET OWNER,341.0,139.0,2703.0,177.0,3170.0,586.0,121.5,1115.1080511279533,779.9262065117758,1817.2328750392217,-611.9529371235824,110949.375
232,Declaration SAVED by EMPLOYEE,organizational unit 65454,missing,True,0.0,project 503,STAFF MEMBER,EMPLOYEE,0.0,139.0,2556.0,160.0,3170.0,552.0,0.0,935.6657398704858,935.6657398704858,1145.7131508618197,290.65860511381595,143243.53333333333
233,Permit REJECTED by BUDGET OWNER,organizational unit 65466,missing,True,missing,missing,STAFF MEMBER,BUDGET OWNER,0.0,72.0,2821.0,57.0,2149.0,0.0,0.0,509.0057975512659,802.0,687.4666458469426,46.33095164743446,73833.73333333334
234,start,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,EMPLOYEE,198.91053677932405,135.20079522862824,3188.111332007952,110.69980119284294,2420.328031809145,0.0,0.0,860.4651019184302,286.62027833001986,1011.2870376780495,-137.40460624705935,101798.44758117959
235,Permit SUBMITTED by EMPLOYEE,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,EMPLOYEE,199.55075187969925,135.18233082706766,3187.8289473684213,110.08834586466165,2421.3890977443607,0.0,0.0,863.9583896372994,281.4548872180451,1022.7884723533326,-138.52193781469555,104324.79915413533
236,Permit APPROVED by ADMINISTRATION,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,ADMINISTRATION,203.4173387096774,134.9959677419355,3171.9879032258063,109.86693548387096,2408.8366935483873,0.0,0.0,857.0120126040058,288.6633064516129,1022.3311013276106,-136.4397809437302,103908.7025873656
237,Permit FINAL_APPROVED by SUPERVISOR,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,SUPERVISOR,199.98736842105262,135.4842105263158,3188.722105263158,109.7221052631579,2420.981052631579,0.0,0.0,786.6948752406151,302.67578947368423,899.165540356637,-108.76240866795982,99604.70157894737
238,Start trip,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,EMPLOYEE,198.91053677932405,135.20079522862824,3188.111332007952,110.69980119284294,2420.328031809145,0.0,0.0,860.4651019184302,286.62027833001986,1011.2870376780495,-137.40460624705935,101798.44758117959
239,End trip,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,EMPLOYEE,198.91053677932405,135.20079522862824,3188.111332007952,110.69980119284294,2420.328031809145,0.0,0.0,860.4651019184302,286.62027833001986,1011.2870376780495,-137.40460624705935,101798.44758117959
240,Declaration SUBMITTED by EMPLOYEE,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,EMPLOYEE,193.7601156069364,135.13294797687863,3186.9826589595377,111.07658959537572,2418.676300578035,0.0,0.0,955.0572251790146,279.1401734104046,1109.4928170064352,-131.13308605383233,110349.31936416186
241,Declaration REJECTED by ADMINISTRATION,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,ADMINISTRATION,193.1042944785276,134.68098159509202,3172.5828220858893,111.42944785276073,2410.840490797546,0.0,0.0,1082.3280334885092,259.7914110429448,1261.8834260816157,-132.42162765175854,123354.33271983638
242,Declaration REJECTED by EMPLOYEE,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,EMPLOYEE,182.92655367231637,134.8135593220339,3173.6553672316386,110.34463276836158,2411.1638418079096,0.0,0.0,1072.0593329417459,261.9039548022599,1238.179556905602,-130.11775868005472,122828.13314500941
243,Declaration APPROVED by ADMINISTRATION,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,ADMINISTRATION,198.73214285714286,135.21626984126985,3174.8670634920636,110.38095238095238,2409.313492063492,0.0,0.0,912.5682998314992,287.0138888888889,1062.1516147888615,-124.13526901772296,105217.89262566138
244,Declaration FINAL_APPROVED by SUPERVISOR,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,SUPERVISOR,195.28427419354838,135.39314516129033,3189.0544354838707,110.75806451612904,2419.5181451612902,0.0,0.0,843.453437760861,294.71975806451616,992.5120578638183,-133.73346613712278,104236.62059811827
245,Request Payment,organizational unit 65458,task 427,False,missing,missing,SYSTEM,UNDEFINED,197.54724409448818,135.23031496062993,3188.3877952755906,111.13385826771653,2418.994094488189,0.0,0.0,910.4329532174256,285.8090551181102,1062.6934614067084,-132.47987152614664,103750.38661417321
246,Payment Handled,organizational unit 65458,task 427,False,missing,missing,SYSTEM,UNDEFINED,197.53725490196078,135.2450980392157,3188.8411764705884,111.09803921568627,2419.31568627451,0.0,0.0,909.8043372756357,285.3235294117647,1062.0538034907017,-132.3123817686948,105090.03790849673
247,archive_application,organizational unit 65458,task 427,False,missing,missing,SYSTEM,UNDEFINED,198.91053677932405,135.20079522862824,3188.111332007952,110.69980119284294,2420.328031809145,0.0,0.0,860.4651019184302,286.62027833001986,1011.2870376780495,-137.40460624705935,101798.44758117959
248,Declaration APPROVED by BUDGET OWNER,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,BUDGET OWNER,196.67914438502675,135.27272727272728,3194.700534759358,98.00534759358288,2422.085561497326,0.0,0.0,904.1177636082242,289.09090909090907,1063.960788991442,-129.2985676535728,110582.63600713013
249,Permit APPROVED by BUDGET OWNER,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,BUDGET OWNER,196.86021505376345,135.252688172043,3200.483870967742,98.93548387096774,2426.2634408602153,0.0,0.0,894.6963762771833,281.5376344086022,1068.3494106171695,-150.55211770401607,111692.78288530467
250,Send Reminder,organizational unit 65458,task 427,False,missing,missing,SYSTEM,UNDEFINED,220.92307692307693,134.2153846153846,3165.3384615384616,108.03076923076924,2423.7384615384617,0.0,0.0,718.4118430464656,274.16923076923075,1003.5008032352231,-176.35880377340345,181587.8876923077
251,Permit REJECTED by ADMINISTRATION,organizational unit 65454,missing,False,missing,missing,STAFF MEMBER,ADMINISTRATION,243.69230769230768,139.0,3195.3076923076924,96.0,2480.076923076923,0.0,0.0,1097.4785998957473,129.07692307692307,1148.5980941810712,13.389055530029431,81832.26666666666
252,Permit REJECTED by EMPLOYEE,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,EMPLOYEE,210.6551724137931,134.86206896551724,3182.9310344827586,99.48275862068965,2439.793103448276,0.0,0.0,924.548862830104,191.86206896551724,1222.2788737901387,-157.9018612119717,148143.9316091954
253,Permit APPROVED by SUPERVISOR,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,SUPERVISOR,180.64285714285714,130.39285714285714,3177.75,127.28571428571429,2409.25,0.0,0.0,2111.9243044885043,14.25,2913.3481529520113,-623.2990294639259,139013.78154761903
254,Permit FINAL_APPROVED by DIRECTOR,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,DIRECTOR,180.64285714285714,130.39285714285714,3177.75,127.28571428571429,2409.25,0.0,0.0,2111.9243044885043,14.25,2913.3481529520113,-623.2990294639259,139013.78154761903
255,Declaration REJECTED by BUDGET OWNER,organizational unit 65456,missing,False,missing,missing,STAFF MEMBER,BUDGET OWNER,25.0,126.66666666666667,3142.3333333333335,93.33333333333333,2382.6666666666665,0.0,0.0,1536.1171883126506,76.33333333333333,1725.2742417615034,-654.3887782283546,146693.80555555553
256,Declaration APPROVED by SUPERVISOR,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,SUPERVISOR,228.41176470588235,130.41176470588235,3243.470588235294,133.05882352941177,2456.6470588235293,0.0,0.0,2946.2712224564143,0.0,3127.2933391811553,-94.34089920467247,143936.35392156863
257,Declaration FINAL_APPROVED by DIRECTOR,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,DIRECTOR,228.41176470588235,130.41176470588235,3243.470588235294,133.05882352941177,2456.6470588235293,0.0,0.0,2946.2712224564143,0.0,3127.2933391811553,-94.34089920467247,143936.35392156863
258,Declaration REJECTED by SUPERVISOR,organizational unit 65458,missing,False,missing,missing,STAFF MEMBER,SUPERVISOR,92.8,139.0,3150.7,101.9,2390.2,0.0,0.0,741.5883564611479,340.5,740.3078907687833,74.45503692798248,130493.37833333333
259,Permit REJECTED by BUDGET OWNER,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,BUDGET OWNER,261.4,115.0,3040.2,117.0,2311.0,0.0,0.0,758.255698873709,369.2,1260.5227009058694,-338.3822928332272,350288.8433333333
260,Permit REJECTED by SUPERVISOR,organizational unit 65456,missing,False,missing,missing,STAFF MEMBER,SUPERVISOR,140.25,139.0,3125.25,91.375,2373.25,0.0,0.0,678.2683551259736,206.875,1403.47645809832,-300.83483903376504,137052.66249999998
261,start,organizational unit 65455,task 427,False,0.0,project 503,STAFF MEMBER,EMPLOYEE,303.0531561461794,136.734219269103,3690.2558139534885,133.22591362126246,3170.0,855.3023255813954,156.3156146179402,1761.3430102110606,908.0754468954301,1939.516961392887,-132.02951166312326,163314.02746400886
262,Permit SUBMITTED by EMPLOYEE,organizational unit 65458,task 427,False,0.0,project 503,STAFF MEMBER,EMPLOYEE,305.95665634674924,136.64705882352942,3695.9752321981423,135.58204334365325,3170.0,856.984520123839,157.53250773993807,1795.5569208209267,919.3923799038022,1979.7353466919878,-131.62982147571518,165310.72368421053
263,Permit APPROVED by ADMINISTRATION,organizational unit 65456,task 427,False,0.0,project 503,STAFF MEMBER,ADMINISTRATION,299.375,136.24264705882354,3545.3676470588234,125.54411764705883,3170.0,812.3161764705883,161.01470588235293,1703.5400275256932,800.2155522127563,1935.212920343178,-305.1925640935269,153725.81188725488
264,Permit FINAL_APPROVED by SUPERVISOR,organizational unit 65455,task 427,False,0.0,project 503,STAFF MEMBER,SUPERVISOR,315.7119341563786,136.46913580246914,3700.1316872427983,130.38683127572017,3170.0,858.0,159.0164609053498,1452.524368147875,780.7381564540508,1587.883335350308,-142.4497682634338,159967.00363511656
265,Request For Payment SUBMITTED by EMPLOYEE,organizational unit 65455,task 427,False,0.0,project 503,STAFF MEMBER,EMPLOYEE,316.19772727272726,136.35454545454544,3689.193181818182,131.5681818181818,3170.0,855.075,162.12954545454545,1890.9873812258734,796.4832684767034,2059.9880138395743,-127.01093889749176,166601.20310606062
266,Request For Payment APPROVED by ADMINISTRATION,organizational unit 65455,task 427,False,0.0,project 503,STAFF MEMBER,ADMINISTRATION,311.45853658536583,135.12682926829268,3585.6243902439023,125.09268292682927,3170.0,824.6390243902439,164.29756097560977,1865.8150796342447,686.5531930862236,2077.647355491417,-282.81333288582414,155456.94609756098
267,Request For Payment FINAL_APPROVED by SUPERVISOR,organizational unit 65455,task 427,False,0.0,project 503,STAFF MEMBER,SUPERVISOR,322.605,136.2225,3692.855,132.37,3170.0,856.235,161.78,1794.8489657969667,717.1073259959495,1975.4560256429186,-184.37328393963458,166412.60995833334
268,Request Payment,organizational unit 65455,task 427,False,0.0,project 503,SYSTEM,UNDEFINED,313.3181818181818,135.9633431085044,3685.8724340175954,131.74193548387098,3170.0,854.1392961876833,158.26392961876832,1855.859824339711,822.0917418876542,2007.7587886964595,-135.0779081580863,156831.16490713588
269,Payment Handled,organizational unit 65455,task 427,False,0.0,project 503,SYSTEM,UNDEFINED,312.68575624082234,135.9588839941263,3685.870778267254,131.6769456681351,3170.0,854.1292217327459,157.97503671071954,1853.315247814251,822.2257198433241,2007.0976048947568,-136.93660035879103,156703.62731277532
270,Start trip,organizational unit 65455,task 427,False,0.0,project 503,STAFF MEMBER,EMPLOYEE,303.0531561461794,136.734219269103,3690.2558139534885,133.22591362126246,3170.0,855.3023255813954,156.3156146179402,1761.3430102110606,908.0754468954301,1939.516961392887,-132.02951166312326,163314.02746400886
271,End trip,organizational unit 65455,task 427,False,0.0,project 503,STAFF MEMBER,EMPLOYEE,303.0531561461794,136.734219269103,3690.2558139534885,133.22591362126246,3170.0,855.3023255813954,156.3156146179402,1761.3430102110606,908.0754468954301,1939.516961392887,-132.02951166312326,163314.02746400886
272,Declaration SUBMITTED by EMPLOYEE,organizational unit 65455,task 427,False,0.0,project 503,STAFF MEMBER,EMPLOYEE,318.2332361516035,136.20991253644314,3665.807580174927,131.1545189504373,3170.0,848.0962099125364,159.4402332361516,1859.6732956350947,877.3783459386656,1933.7947131382732,-111.66501811042993,148329.81793002915
273,Declaration APPROVED by ADMINISTRATION,organizational unit 65455,task 427,False,0.0,project 503,STAFF MEMBER,ADMINISTRATION,302.09859154929575,133.5,3572.676056338028,123.8169014084507,3170.0,821.1549295774648,150.96478873239437,1809.3409775491525,793.1152008270384,1912.3527950909884,-206.86275359264158,137735.13591549292
274,Declaration FINAL_APPROVED by SUPERVISOR,organizational unit 65455,task 427,False,0.0,project 503,STAFF MEMBER,SUPERVISOR,317.2996389891697,135.5451263537906,3677.303249097473,128.75812274368232,3170.0,851.5234657039712,156.5306859205776,1737.7282159625433,838.0452880683326,1870.764493407849,-140.45611678338435,144789.95866425993
275,archive_application,organizational unit 65455,task 427,False,0.0,project 503,SYSTEM,UNDEFINED,303.0531561461794,136.734219269103,3690.2558139534885,133.22591362126246,3170.0,855.3023255813954,156.3156146179402,1761.3430102110606,908.0754468954301,1939.516961392887,-132.02951166312326,163314.02746400886
276,Permit APPROVED by SUPERVISOR,organizational unit 65458,task 427,False,0.0,project 503,STAFF MEMBER,SUPERVISOR,271.75384615384615,137.96923076923076,3685.123076923077,148.63076923076923,3170.0,854.3846153846154,147.8923076923077,3023.2607734177113,1428.1910235620364,3383.886756725282,-77.82783855651465,179211.56846153844
277,Permit FINAL_APPROVED by DIRECTOR,organizational unit 65458,task 427,False,0.0,project 503,STAFF MEMBER,DIRECTOR,271.75384615384615,137.96923076923076,3685.123076923077,148.63076923076923,3170.0,854.3846153846154,147.8923076923077,3023.2607734177113,1428.1910235620364,3383.886756725282,-77.82783855651465,179211.56846153844
278,Send Reminder,organizational unit 65458,task 427,False,0.0,project 503,SYSTEM,UNDEFINED,303.04,136.54666666666665,3709.0266666666666,143.98666666666668,3170.0,860.7733333333333,181.88,1439.6833288844655,1220.5771693303618,1961.9511932537387,-219.85134062454836,317745.32177777775
279,Permit APPROVED by BUDGET OWNER,organizational unit 65458,task 427,False,0.0,project 503,STAFF MEMBER,BUDGET OWNER,275.09302325581393,137.65116279069767,3581.186046511628,134.8372093023256,3170.0,822.0930232558139,142.1860465116279,2118.8703541822756,1053.8670151529966,2289.7207475675746,52.76820931713194,149493.41744186048
280,Request For Payment APPROVED by BUDGET OWNER,organizational unit 65456,task 427,False,0.0,project 503,STAFF MEMBER,BUDGET OWNER,290.2345679012346,136.55555555555554,3655.395061728395,133.4320987654321,3170.0,844.9629629629629,154.62962962962962,2298.138211946944,792.2264759253904,2494.7944157867337,-25.105144550785504,154621.1144032922
281,Declaration REJECTED by ADMINISTRATION,organizational unit 65456,task 427,False,0.0,project 503,STAFF MEMBER,ADMINISTRATION,323.1875,139.0,3508.53125,131.03125,3170.0,801.1875,183.75,1992.5382639262464,899.1327863508218,2015.277258800193,-367.5330856825559,173085.50989583333
